Alex Abrines,G,19,0.923,0.487,5.3,1.5,0.6,0.55,0.19
Wesley Johnson,F-G,14.5,0.667,0.506,3.7,2.1,0.6,0.46,0.27
Wesley Johnson,F-G,13.1,0.7,0.325,2.8,1.5,0.6,0.17,0.42
Nikola Jokic,C,31.3,0.821,0.545,20.1,10.8,7.3,1.35,0.69
Derrick Jones Jr.,F-G,19.2,0.607,0.535,7,4,0.6,0.77,0.7
Damian Jones,C,17.1,0.649,0.716,5.4,3.1,1.2,0.5,1.04
Jalen Jones,F,13.4,0.704,0.5,5.1,2.1,0.4,0.56,0.13
Jemerrio Jones,F,23.9,0.5,0.394,4.5,8.2,2.2,1.17,1
Terrence Jones,F,2.6,0,0.25,1,2,0,0,0
Tyus Jones,G,22.9,0.841,0.46,6.9,2,4.8,1.19,0.07
DeAndre Jordan,C,31.1,0.682,0.644,11,13.7,2,0.64,1.06
DeAndre Jordan,C,26,0.773,0.634,10.9,11.3,3,0.47,1.05
Cory Joseph,G,25.2,0.698,0.463,6.5,3.4,3.9,1.13,0.27
Frank Kaminsky,F-C,16.1,0.738,0.545,8.6,3.5,1.3,0.26,0.28
Enes Kanter,C,25.6,0.814,0.544,14,10.5,1.9,0.41,0.41
Enes Kanter,C,22.2,0.735,0.584,13.1,8.6,1.4,0.61,0.39
Luke Kennard,G,22.8,0.836,0.54,9.7,2.9,1.8,0.41,0.14
Michael Kidd-Gilchrist,F,18.4,0.772,0.5,6.7,3.8,1,0.5,0.61
George King,F,5.9,0,,0,1,0,0,0
Maxi Kleber,F,21.2,0.784,0.553,6.8,4.6,1,0.51,1.11
Brandon Knight,G,9.8,0.818,0.287,3,0.8,0.8,0.17,0
Brandon Knight,G,22.9,0.783,0.498,8.5,1.9,2.3,0.7,0.07
Kevin Knox,F,28.8,0.717,0.438,12.8,4.5,1.1,0.56,0.32
Furkan Korkmaz,G-F,14.2,0.818,0.496,5.8,2.3,1.1,0.6,0.04
Luke Kornet,F-C,17,0.826,0.502,7,2.9,1.2,0.59,0.91
Kyle Korver,G-F,15.7,0.813,0.625,6.8,1.8,1.1,0.19,0.13
Kyle Korver,G-F,20,0.825,0.547,9.1,2.5,1.2,0.41,0.19
Kosta Koufos,C,11.9,0.417,0.477,3.7,4.2,0.9,0.36,0.43
Rodions Kurucs,F,20.5,0.783,0.514,8.5,3.9,0.8,0.67,0.43
Kyle Kuzma,F,33.1,0.752,0.515,18.7,5.5,2.5,0.57,0.37
Skal Labissiere,F,8.7,0.545,0.5,2.8,1.8,0.5,0.15,0.23
Skal Labissiere,F,7,0.5,0.737,3.4,2.1,0.6,0.33,0.33
Jeremy Lamb,G,28.5,0.888,0.499,15.3,5.5,2.2,1.11,0.41
Zach LaVine,G,34.5,0.832,0.52,23.7,4.7,4.5,0.95,0.41
Jake Layman,F,18.7,0.704,0.579,7.6,3.1,0.7,0.44,0.42
TJ Leaf,F,9,0.613,0.563,3.9,2.2,0.4,0.17,0.33
Courtney Lee,G,13.4,0.643,0.5,4.7,2.3,1.3,0.67,0.17
Courtney Lee,G,12.2,0.714,0.457,3.6,1.2,1,0.59,0.05
Damion Lee,G,11.7,0.864,0.547,4.9,2,0.4,0.41,0
Walter Lemon Jr.,G,27.9,0.727,0.448,14.3,4.5,5,1.83,0.17
Alex Len,C,20.1,0.648,0.551,11.1,5.5,1.1,0.35,0.9
Kawhi Leonard,F,34,0.854,0.546,26.6,7.3,3.3,1.77,0.42
Meyers Leonard,F-C,14.4,0.843,0.649,5.9,3.8,1.2,0.21,0.15
Jon Leuer,F,9.8,0.742,0.583,3.8,2.4,0.3,0.29,0.1
Caris LeVert,G,26.6,0.691,0.477,13.7,3.8,3.9,1.05,0.35
Damian Lillard,G,35.5,0.912,0.522,25.8,4.6,6.9,1.11,0.41
Jeremy Lin,G,19.7,0.845,0.523,10.7,2.3,3.5,0.75,0.14
Jeremy Lin,G,18.8,0.81,0.41,7,2.6,2.2,0.39,0.26
Shaun Livingston,G,15.1,0.784,0.519,4,1.8,1.8,0.48,0.42
Zach Lofton,G,3.8,0,0,0,0,0,1,0
Kevon Looney,F,18.5,0.619,0.625,6.3,5.2,1.5,0.56,0.68
Brook Lopez,C,28.7,0.842,0.571,12.5,4.9,1.2,0.6,2.21
Robin Lopez,C,21.7,0.724,0.575,9.5,3.9,1.2,0.15,1.05
Kevin Love,F-C,27.2,0.904,0.479,17,10.9,2.2,0.27,0.27
Kyle Lowry,G,34.1,0.83,0.518,14.2,4.8,8.7,1.4,0.48
Jordan Loyd,G,4.6,0.818,0.556,2.4,0.8,0.5,0,0
Kalin Lucas,G,5.6,1,0,2,3,1,0,0
Timothe Luwawu-Cabarrot,G-F,5.8,0.667,0.36,1.7,0.9,0.2,0.19,0.05
Timothe Luwawu-Cabarrot,G-F,18.8,0.771,0.483,6.8,2.7,0.8,0.52,0.24
Tyler Lydon,F,3.7,0.333,0.611,0.9,0.7,0.2,0.08,0
Trey Lyles,F,17.8,0.698,0.471,8.7,3.9,1.4,0.48,0.38
Scott Machado,G,4.8,1,0.75,2.5,0,0.8,0.25,0
Shelvin Mack,G,22.7,0.707,0.473,7.9,1.9,3.4,0.83,0.08
Shelvin Mack,G,10.6,0.556,0.143,2.3,0.5,0.3,0.5,0
Daryl Macon,G,11.2,0.571,0.463,3.6,1.5,0.9,0.13,0
J.P. Macura,G,8.4,0,0.333,3,1.5,1,0,0
Ian Mahinmi,C,14.6,0.689,0.462,4.1,3.8,0.7,0.74,0.47
Thon Maker,F,11.7,0.541,0.537,4.7,2.7,0.5,0.29,0.51
Thon Maker,F,19.4,0.766,0.459,5.5,3.7,0.9,0.38,1.14
Boban Marjanovic,C,11.1,0.758,0.607,7.1,4.5,0.6,0.29,0.5
Boban Marjanovic,C,13.9,0.722,0.642,8.2,5.1,1.5,0.23,0.45
Lauri Markkanen,F,32.3,0.872,0.506,18.7,9.1,1.4,0.71,0.63
Jarell Martin,F,7.8,0.818,0.51,2.7,1.7,0.4,0.07,0.19
Frank Mason,G,11.5,0.684,0.462,5.1,1.2,2.2,0.42,0.11
Yante Maten,F,6.5,0,0.25,1,1.5,0,0.5,0
Wesley Matthews,G-F,29.8,0.791,0.52,13.1,2.3,2.3,0.77,0.25
Wesley Matthews,G-F,27,0.8,0.263,7,1.5,2.5,0.5,0.5
Wesley Matthews,G-F,31.5,0.854,0.498,10.9,2.8,2.4,0.87,0.17
Luc Mbah a Moute,F,15.3,0.4,0.5,5,1.8,0.5,0.25,0.25
Tahjere McCall,G,8,0,0.667,4,1,0,0,0
Patrick McCaw,G,17.6,0,0.278,1.7,1,0.7,0.67,0
Patrick McCaw,G,13.2,0.867,0.519,2.7,1.7,1,0.81,0.12
CJ McCollum,G,33.9,0.828,0.527,21,4,3,0.79,0.39
T.J. McConnell,G,19.3,0.784,0.54,6.4,2.3,3.4,1.04,0.21
Doug McDermott,F,17.4,0.835,0.589,7.3,1.4,0.9,0.23,0.1
JaVale McGee,C,22.3,0.632,0.625,12,7.6,0.7,0.64,1.96
Rodney McGruder,G-F,23.5,0.722,0.487,7.6,3.6,1.7,0.53,0.2
Alfonzo McKinnie,F,13.9,0.563,0.562,4.7,3.4,0.4,0.26,0.21
Ben McLemore,G,8.3,0.667,0.523,3.9,0.9,0.2,0.32,0.16
Jordan McRae,G,12.3,0.8,0.508,5.9,1.5,1.1,0.48,0.22
Jodie Meeks,G,13,1,0.641,6.4,1.5,1,0.13,0.13
Salah Mejri,C,11.1,0.625,0.54,3.9,3.6,1,0.28,0.75
De'Anthony Melton,G,19.7,0.75,0.447,5,2.7,3.2,1.36,0.46
Chimezie Metu,F,5,0.765,0.328,1.8,1.2,0.4,0.21,0.07
Khris Middleton,F,31.1,0.837,0.519,18.3,6,4.3,1.04,0.09
CJ Miles,F-G,14.1,0.795,0.444,5.5,1.7,0.6,0.48,0.23
CJ Miles,F-G,22.6,0.929,0.514,9.3,2.1,1.1,0.62,0.38
Darius Miller,F,25.5,0.789,0.528,8.2,1.8,2.1,0.58,0.33
Malcolm Miller,F,6.7,0.75,0.615,3.5,0.5,0.1,0.1,0.1
Paul Millsap,F,27.1,0.727,0.527,12.6,7.2,2,1.17,0.77
Patty Mills,G,23.3,0.848,0.545,9.9,2.2,3,0.6,0.12
Shake Milton,G,13.4,0.714,0.471,4.4,1.7,0.9,0.4,0.4
Nikola Mirotic,F,28.9,0.842,0.552,16.7,8.3,1.1,0.66,0.78
Nikola Mirotic,F,22.9,0.87,0.53,11.6,5.4,1.4,0.71,0.64
Donovan Mitchell,G,33.7,0.806,0.493,23.8,4.1,4.2,1.38,0.4
Naz Mitrou-Long,G,6,1,0.35,1.1,0.4,1.1,0.07,0.07
Malik Monk,G,17.2,0.882,0.48,8.9,1.9,1.6,0.51,0.26
Greg Monroe,C,11.1,0.574,0.46,4.8,4.1,0.4,0.34,0.21
Greg Monroe,C,2.4,0,0.6,3,1.5,0.5,0,0
Greg Monroe,C,17.5,0.909,0.674,13.7,4.3,2.3,0.33,0
E'Twaun Moore,G,27.6,0.763,0.553,11.9,2.4,1.9,0.75,0.15
Eric Moreland,F-C,5,0,,0,3,0,0,0
Eric Moreland,F-C,9.6,0,0.5,1.8,4.3,1,0.25,0.25
Jaylen Morris,G,7.1,0.5,0.45,2.5,1.3,1,0.5,0
Marcus Morris,F,27.9,0.844,0.533,13.9,6.1,1.5,0.57,0.33
Markieff Morris,F,26,0.781,0.509,11.5,5.1,1.8,0.71,0.59
Markieff Morris,F,16.1,0.737,0.455,6.5,3.8,0.8,0.46,0.08
Monte Morris,G,24,0.802,0.56,10.4,2.4,3.6,0.89,0.05
Donatas Motiejunas,F-C,4.3,0,0.5,2,1,0.3,0,0.33
Johnathan Motley,F,7.1,0.6,0.534,4.6,2.3,0.5,0.23,0.14
Emmanuel Mudiay,G,27.2,0.774,0.493,14.8,3.3,3.9,0.73,0.32
Jamal Murray,G,32.6,0.848,0.502,18.2,4.2,4.8,0.89,0.36
Dzanan Musa,G-F,4.4,0,0.432,2.1,0.6,0.2,0.22,0
Mike Muscala,F-C,22.2,0.818,0.514,7.4,4.3,1.3,0.38,0.57
Mike Muscala,F-C,15.6,0.875,0.56,5.9,2.6,0.8,0.24,0.71
Svi Mykhailiuk,F,10.8,0.6,0.439,3.3,0.8,0.8,0.33,0.03
Svi Mykhailiuk,G,6.6,0,0.375,2,0.7,1.3,0.33,0
Abdel Nader,F,11.4,0.75,0.498,4,1.9,0.3,0.33,0.2
Larry Nance Jr.,F,26.8,0.716,0.554,9.4,8.2,3.2,1.49,0.6
Shabazz Napier,G,17.6,0.833,0.476,9.4,1.8,2.6,0.75,0.29
Nene,C-F,13,0.66,0.517,3.6,2.9,0.6,0.43,0.36
Raul Neto,G,12.8,0.848,0.522,5.3,1.7,2.5,0.38,0.11
Georges Niang,F,8.8,0.833,0.594,4,1.5,0.6,0.17,0.1
Joakim Noah,C,16.5,0.716,0.516,7.1,5.7,2.1,0.48,0.74
Nerlens Noel,F-C,13.7,0.684,0.587,4.9,4.2,0.6,0.86,1.25
Dirk Nowitzki,F,15.6,0.78,0.444,7.3,3.1,0.7,0.18,0.35
Frank Ntilikina,G,21,0.767,0.395,5.7,2,2.8,0.7,0.33
James Nunnally,F,4.9,1,0.548,2.1,0.3,0.4,0.08,0
James Nunnally,F,18.8,0,0.346,4.5,0.5,1,0,0
Jusuf Nurkic,C,27.4,0.773,0.51,15.6,10.4,3.2,0.97,1.43
David Nwaba,G,19.3,0.682,0.525,6.5,3.2,1.1,0.71,0.33
Semi Ojeleye,F,10.6,0.615,0.513,3.3,1.5,0.4,0.18,0.07
Jahlil Okafor,C,15.8,0.663,0.587,8.2,4.7,0.7,0.25,0.68
Elie Okobo,G,18.1,0.787,0.46,5.7,1.9,2.4,0.6,0.13
Josh Okogie,G,23.7,0.728,0.445,7.7,2.9,1.2,1.19,0.45
Victor Oladipo,G,31.9,0.73,0.486,18.8,5.6,5.2,1.67,0.31
Kelly Olynyk,F,22.9,0.822,0.563,10,4.7,1.8,0.67,0.46
Royce O'Neale,F,20.4,0.762,0.574,5.2,3.5,1.5,0.66,0.3
Kyle O'Quinn,C,8.2,0.81,0.511,3.5,2.6,1.2,0.2,0.56
Cedi Osman,F,32.2,0.779,0.504,13,4.7,2.6,0.78,0.14
Kelly Oubre Jr.,F,26,0.8,0.5,12.9,4.4,0.7,0.93,0.69
Kelly Oubre Jr.,F,29.5,0.761,0.516,16.9,4.9,1.6,1.45,0.98
Zaza Pachulia,C,12.9,0.782,0.443,3.9,3.9,1.3,0.46,0.25
Jabari Parker,F,26.7,0.731,0.514,14.3,6.2,2.2,0.62,0.36
Jabari Parker,F,27.3,0.684,0.565,15,7.2,2.7,0.92,0.64
Tony Parker,G,17.9,0.734,0.474,9.5,1.5,3.7,0.38,0.13
Chandler Parsons,F,19.8,0.88,0.453,7.5,2.8,1.7,0.76,0.2
Patrick Patterson,F,13.7,0.633,0.479,3.6,2.3,0.5,0.25,0.21
Justin Patton,C,6.9,0.5,0.286,1.7,2,1,0.67,0
Chris Paul,G,32,0.862,0.508,15.6,4.6,8.2,1.97,0.31
Cameron Payne,G,17.3,0.88,0.458,5.7,1.7,2.7,0.65,0.19
Cameron Payne,G,19.6,0.688,0.573,8.2,2.1,2.6,0.89,0.33
Gary Payton II,G,5.3,0,0.688,3.7,0.7,1.3,1,0.33
Elfrid Payton,G,29.8,0.743,0.475,10.6,5.3,7.6,1.05,0.4
Theo Pinson,G-F,11.7,0.864,0.425,4.5,2,1.2,0.33,0
Mason Plumlee,F-C,21.1,0.561,0.595,7.8,6.4,3,0.79,0.93
Miles Plumlee,C,9.6,0.533,0.667,4.4,2.2,0.9,0.33,0.22
Jakob Poeltl,C,16.5,0.533,0.647,5.5,5.3,1.2,0.38,0.9
Quincy Pondexter,F,5.5,0.81,0.552,1.8,0.9,0.5,0.21,0.02
Otto Porter Jr.,F,29.1,0.766,0.531,12.6,5.7,2,1.54,0.54
Otto Porter Jr.,F,32.8,0.906,0.58,17.5,5.5,2.7,1.2,0.6
Bobby Portis,F,24.1,0.78,0.5,14.1,7.2,1.3,0.5,0.36
Bobby Portis,F,27.4,0.809,0.507,14.3,8.6,1.5,0.86,0.46
Dwight Powell,F-C,21.6,0.772,0.638,10.6,5.3,1.5,0.56,0.66
Norman Powell,F-G,18.8,0.827,0.568,8.6,2.3,1.5,0.65,0.22
Alex Poythress,F,14.5,0.621,0.549,5.1,3.6,0.8,0.19,0.48
Taurean Prince,F,28.2,0.819,0.545,13.5,3.6,2.1,0.96,0.35
Zhou Qi,F-C,1,0,1,2,0,0,0,0
Ivan Rabb,F,14.7,0.71,0.554,5.8,4.2,1.1,0.35,0.29
Chasson Randle,G,15.2,0.694,0.525,5.5,1.1,2,0.51,0.06
Julius Randle,F,30.6,0.731,0.556,21.4,8.7,3.1,0.71,0.62
JJ Redick,G,31.3,0.894,0.556,18,2.4,2.7,0.42,0.21
Davon Reed,G,4.7,0,0.5,1.2,0.6,0.3,0.1,0
Cameron Reynolds,G,13.7,0.889,0.558,5,1.6,0.7,0.32,0.11
Josh Richardson,F,34.8,0.861,0.492,16.6,3.6,4.1,1.08,0.45
Malachi Richardson,G,4.7,0.8,0.448,1.4,0.6,0,0.05,0
Austin Rivers,G,23.5,0.543,0.477,7.2,2.4,2,0.62,0.34
Austin Rivers,G,28.6,0.51,0.507,8.7,1.9,2.3,0.62,0.28
Glenn Robinson III,G-F,13,0.8,0.474,4.2,1.5,0.4,0.3,0.17
Devin Robinson,F,13.5,0.643,0.594,6.7,2.9,0.9,0.57,0.86
Duncan Robinson,F,10.7,0.667,0.5,3.3,1.3,0.3,0.33,0
Jerome Robinson,G,9.7,0.667,0.482,3.4,1.2,0.6,0.33,0.09
Mitchell Robinson,C,20.6,0.6,0.694,7.3,6.4,0.6,0.79,2.44
Rajon Rondo,G,29.8,0.639,0.464,9.2,5.3,8,1.2,0.15
Derrick Rose,G,27.3,0.856,0.518,18,2.7,4.3,0.59,0.24
Terrence Ross,G-F,26.5,0.875,0.534,15.1,3.5,1.7,0.89,0.36
Terry Rozier,G,22.7,0.785,0.477,9,3.9,2.9,0.86,0.25
Ricky Rubio,G,27.9,0.855,0.458,12.7,3.6,6.1,1.35,0.15
D'Angelo Russell,G,30.2,0.78,0.512,21.1,3.9,7,1.22,0.25
Domantas Sabonis,F,24.8,0.715,0.595,14.1,9.4,2.9,0.68,0.41
Brandon Sampson,G,15.3,0.667,0.558,5.1,1.1,0.7,0.57,0.21
JaKarr Sampson,F,31.8,0.81,0.583,20,8,1,1,0.75
Dario Saric,F,30.5,0.9,0.443,11.1,6.6,2,0.31,0.23
Dario Saric,F,23.9,0.875,0.54,10.5,5.4,1.5,0.6,0.12
Tomas Satoransky,G-F,27,0.819,0.544,8.9,3.5,5,1.04,0.18
Dennis Schroder,G,29.3,0.819,0.47,15.5,3.6,4.1,0.81,0.15
Mike Scott,F,14.4,0.667,0.513,4.8,3.3,0.8,0.33,0.15
Mike Scott,F,24,0.667,0.529,7.8,3.8,0.8,0.33,0.19
Thabo Sefolosha,F,12.2,0.636,0.591,3.8,2.5,0.5,0.86,0.1
Wayne Selden,G-F,14.2,0.759,0.466,5.4,1.3,1.1,0.31,0.19
Wayne Selden,G-F,22.9,0.714,0.461,8,3.2,1.7,0.53,0.16
Collin Sexton,G,31.8,0.839,0.48,16.7,2.9,3,0.54,0.07
Landry Shamet,G,20.5,0.815,0.584,8.3,1.4,1.1,0.44,0.15
Landry Shamet,G,27.8,0.795,0.576,10.9,2.2,2.3,0.52,0.08
Iman Shumpert,G,26.2,0.829,0.489,8.9,3.1,2.2,1.12,0.48
Iman Shumpert,G,19.1,0.5,0.454,4.6,2.7,1.1,0.55,0.2
Pascal Siakam,F,31.8,0.785,0.591,16.9,6.9,3.1,0.93,0.64
Jordan Sibert,G,4.2,0,1.5,3,0,0,0,0
Ben Simmons,G-F,34.2,0.6,0.563,16.9,8.8,7.7,1.42,0.77
Jonathon Simmons,F,20.6,0.778,0.397,6.9,2.5,2.3,0.41,0.34
Jonathon Simmons,F,14.6,0.64,0.523,5.5,1.7,2.2,0.73,0.07
Kobi Simmons,G,1.8,0,,0,0,0,0,0
Anfernee Simons,G,7,0.563,0.524,3.8,0.7,0.7,0.05,0
Marcus Smart,G,27.5,0.806,0.533,8.9,2.9,4,1.79,0.35
Dennis Smith Jr.,G,28.4,0.695,0.499,12.9,3,4.3,1.25,0.34
Dennis Smith Jr.,G,28.6,0.568,0.454,14.7,2.8,5.4,1.29,0.43
Ish Smith,G,22.3,0.758,0.463,8.9,2.6,3.6,0.52,0.2
Jason Smith,F-C,10.8,0.833,0.459,3.7,3.1,1,0.08,0.42
Jason Smith,F-C,6.8,1,0.423,2.2,1.8,0.2,0.33,0.33
Jason Smith,F-C,10.2,1,0.333,4,2,0.5,0,0
JR Smith,G-F,20.2,0.8,0.418,6.7,1.6,1.9,1,0.27
Zhaire Smith,G,18.4,0.75,0.5,6.7,2.2,1.7,0.33,0.33
Tony Snell,G,17.6,0.881,0.564,6,2.1,0.9,0.35,0.24
Ray Spalding,F,0.9,0,,0,0,0,0,0
Ray Spalding,F,11.3,0.333,0.532,4.2,3.7,0.4,0.69,0.62
Omari Spellman,F,17.5,0.711,0.492,5.9,4.2,1,0.54,0.57
Nik Stauskas,G,15.3,0.889,0.513,6.1,1.8,1.4,0.32,0.09
Nik Stauskas,G,14.3,0.893,0.491,5.5,2,0.8,0.29,0.13
DJ Stephens,G-F,6.7,0,0.5,2,0,0,1,0
Lance Stephenson,G,16.5,0.685,0.51,7.2,3.2,2.1,0.6,0.1
Edmond Sumner,G,9.1,0.625,0.398,2.9,1,0.4,0.52,0.22
Caleb Swanigan,F,8.1,0.857,0.33,1.9,2.9,0.4,0.22,0
Caleb Swanigan,F,11,0,0.444,2.7,4,1.3,0.67,0.33
Jayson Tatum,F,31.1,0.854,0.506,15.7,6,2.1,1.06,0.73
Jeff Teague,G,30.1,0.804,0.465,12.1,2.5,8.2,1.05,0.43
Garrett Temple,G-F,31.2,0.75,0.525,9.4,3.1,1.4,1.02,0.49
Garrett Temple,G-F,19.6,0.742,0.476,4.7,2.5,1.4,1.04,0.19
Milos Teodosic,G,10,0.571,0.55,3.2,1,2.1,0.2,0.07
Jared Terrell,G,7.9,0.5,0.368,2.2,0.4,0.9,0.21,0.14
Emanuel Terry,F,9.8,0.5,0.667,4.5,3,0.5,1.5,0
Emanuel Terry,F,3.3,0.5,0,1,1,1,0,0
Daniel Theis,F,13.8,0.737,0.598,5.7,3.4,1,0.32,0.62
Isaiah Thomas,G,15.1,0.63,0.404,8.1,1.1,1.9,0.5,0.08
Khyri Thomas,G,7.5,0.636,0.391,2.3,0.8,0.3,0.27,0.19
Lance Thomas,F,17,0.75,0.452,4.5,2.5,0.6,0.37,0.15
Klay Thompson,G,34,0.816,0.554,21.5,3.8,2.4,1.06,0.6
Tristan Thompson,F-C,27.9,0.642,0.529,10.9,10.2,2,0.63,0.37
Sindarius Thornwell,G,4.9,0.735,0.378,1,0.7,0.3,0.22,0.11
Anthony Tolliver,F,16.6,0.783,0.539,5,2.7,0.7,0.26,0.32
Karl-Anthony Towns,F-C,33,0.836,0.572,24.4,12.4,3.4,0.88,1.62
Gary Trent Jr.,G,7.4,0.429,0.37,2.7,0.7,0.3,0.07,0.13
Allonzo Trier,G,22.8,0.803,0.498,10.9,3.1,1.9,0.44,0.22
PJ Tucker,F,34.2,0.695,0.534,7.3,5.8,1.2,1.62,0.45
Evan Turner,G-F,22,0.708,0.472,6.8,4.5,3.9,0.45,0.25
Myles Turner,F-C,28.6,0.736,0.535,13.3,7.2,1.6,0.81,2.69
Ekpe Udoh,C-F,6.3,0.633,0.694,2.3,1.8,0.5,0.18,0.61
Tyler Ulis,G,0.8,0,,0,0,0,0,0
Jonas Valanciunas,C,18.8,0.819,0.595,12.8,7.2,1,0.4,0.77
Jonas Valanciunas,C,27.7,0.769,0.554,19.9,10.7,2.2,0.32,1.58
Jarred Vanderbilt,F,4.3,0.6,0.474,1.5,1.4,0.2,0.38,0.06
Fred VanVleet,G,27.5,0.843,0.503,11,2.6,4.8,0.89,0.3
Noah Vonleh,F,25.3,0.712,0.523,8.4,7.8,1.9,0.66,0.75
Nikola Vucevic,C,31.4,0.789,0.549,20.8,12,3.8,1.01,1.14
Dwyane Wade,G,26.2,0.708,0.479,15,4,4.2,0.82,0.53
Moritz Wagner,C,10.4,0.811,0.48,4.8,2,0.6,0.23,0.3
Dion Waiters,G,25.9,0.5,0.527,12,2.7,2.8,0.66,0.2
Lonnie Walker IV,G,6.9,0.8,0.402,2.6,1,0.5,0.41,0.12
Kemba Walker,G,34.9,0.844,0.511,25.6,4.4,5.9,1.24,0.41
Tyrone Wallace,G,10.1,0.526,0.433,3.5,1.6,0.7,0.34,0.11
John Wall,G,34.5,0.697,0.491,20.7,3.6,8.7,1.53,0.91
Brad Wanamaker,G,9.5,0.857,0.552,3.9,1.1,1.6,0.33,0.06
T.J. Warren,F,31.6,0.815,0.549,18,4,1.5,1.19,0.67
Julian Washburn,F-G,14.1,0.75,0.385,2.2,2.3,0.8,0.72,0.11
Yuta Watanabe,G,11.6,0.7,0.314,2.6,2.1,0.5,0.27,0.07
Thomas Welsh,C,3.3,0.5,0.654,1.6,0.4,0.5,0,0
Russell Westbrook,G,36,0.658,0.468,22.9,11.1,10.7,1.95,0.45
Derrick White,G,25.8,0.772,0.523,9.9,3.7,3.9,1,0.7
Okaro White,F,2.1,0,0,0,0.7,0,0,0
Hassan Whiteside,C,23.3,0.449,0.571,12.3,11.4,0.8,0.64,1.89
Andrew Wiggins,G-F,34.8,0.699,0.46,18.1,4.8,2.5,0.97,0.66
Robert Williams III,C-F,9.1,0.6,0.706,2.6,2.6,0.2,0.29,1.29
Alan Williams,F-C,5.1,0.5,0.615,3.6,3.8,0.6,0.2,0
C.J. Williams,G,8.5,0,0.557,2.6,0.5,0.8,0.4,0
Johnathan Williams,F,15.5,0.563,0.591,6.5,4.1,0.5,0.33,0.29
Kenrich Williams,G-F,23.5,0.684,0.477,6.1,4.8,1.8,0.96,0.41
Lou Williams,G,26.6,0.876,0.471,20,3,5.3,0.75,0.15
Marvin Williams,F,28.4,0.767,0.529,10.1,5.4,1.2,0.92,0.8
Troy Williams,F,14.9,0.6,0.52,5.3,2.8,0.5,0.48,0.38
D.J. Wilson,F,18.4,0.553,0.506,5.8,4.6,1.1,0.38,0.42
Justise Winslow,F,29.7,0.628,0.497,12.6,5.4,4.3,1.09,0.29
Christian Wood,F,4.7,0.667,0.54,2.8,1.5,0.2,0,0
Christian Wood,F,23.6,0.756,0.565,16.9,7.9,0.8,0.88,1.25
Delon Wright,G,18.3,0.869,0.485,6.9,2.6,2.2,0.94,0.31
Delon Wright,G,30.8,0.742,0.472,12.2,5.5,5.3,1.62,0.58
Guerschon Yabusele,F,6.1,0.682,0.513,2.3,1.3,0.4,0.2,0.17
Nick Young,G-F,9.3,0,0.5,2.3,0.3,0.5,0,0.25
Thaddeus Young,F,30.7,0.644,0.556,12.6,6.4,2.5,1.52,0.47
Trae Young,G,30.9,0.829,0.48,19.1,3.7,8.1,0.86,0.19
Cody Zeller,F-C,25.4,0.787,0.559,10.1,6.8,2.1,0.78,0.86
Tyler Zeller,C,5.4,0,0,0,3,0.5,0,0
Tyler Zeller,C,20.6,0.778,0.571,11.5,4.5,0.8,0.25,0.75
Ante Zizic,C,18.3,0.705,0.555,7.8,5.4,0.9,0.22,0.37
Ivica Zubac,C,15.6,0.864,0.58,8.5,4.9,0.8,0.15,0.82
Ivica Zubac,C,20.1,0.733,0.538,9.4,7.7,1.5,0.38,0.92
